sending 100000 messages. 64 requests at once
in read measurement mode: reading 100 messages after every 100 sent messages.
logging in to 192.168.188.59 as test
creating room testroomwith users:
[ 'user1',
  'user2',
  'user3',
  'user4',
  'user5',
  'user6',
  'user7',
  'user8',
  'user9',
  'user10',
  'user11',
  'user12',
  'user13',
  'user14',
  'user15',
  'user16',
  'user17',
  'user18',
  'user19',
  'user20',
  'user21',
  'user22',
  'user23',
  'user24',
  'user25',
  'user26',
  'user27',
  'user28',
  'user29',
  'user30',
  'user31',
  'user32' ]
100;9214844;9215189;345
200;9215730;9216177;447
300;9216387;9216825;438
400;9217157;9217609;452
500;9217874;9218314;440
600;9218727;9219625;898
700;9219965;9220485;520
800;9220702;9221139;437
900;9221301;9221796;495
1000;9222016;9222419;404
1100;9222726;9223145;419
1200;9223458;9223958;500
1300;9224141;9224646;505
1400;9224819;9225261;442
1500;9225484;9226067;583
1600;9226382;9226925;542
1700;9227099;9227563;465
1800;9227758;9228328;570
1900;9228615;9229005;390
2000;9229314;9229778;464
2100;9230099;9230531;432
2200;9230805;9231646;842
2300;9231668;9232092;424
2400;9232646;9233126;480
2500;9233164;9233618;454
2600;9234161;9234648;487
2700;9234759;9235267;507
2800;9235601;9236069;469
2900;9236680;9237237;558
3000;9237227;9237753;526
3100;9238114;9238618;504
3200;9238786;9239809;1023
3300;9240038;9240512;474
3400;9240783;9241336;553
3500;9241535;9241972;437
3600;9242233;9242702;469
3700;9242890;9243424;533
3800;9243638;9244007;369
3900;9244481;9245012;531
4000;9245145;9245608;463
4100;9245956;9246480;525
4200;9246677;9247246;570
4300;9247456;9247856;400
4400;9248143;9248736;593
4500;9248950;9249507;557
4600;9249782;9250202;419
4700;9250542;9251081;539
4800;9251217;9251741;524
4900;9252009;9252613;604
5000;9252859;9253348;490
5100;9253526;9253936;410
5200;9254297;9254723;427
5300;9255165;9255657;492
5400;9255785;9256283;497
5500;9256665;9257173;509
5600;9257347;9257906;558
5700;9258136;9258582;446
5800;9258876;9259346;470
5900;9260200;9260729;529
6000;9261015;9261521;506
6100;9261626;9262135;509
6200;9262540;9262943;403
6300;9263180;9263542;362
6400;9263916;9264363;447
6500;9264624;9265054;431
6600;9265440;9265964;524
6700;9266169;9266636;467
6800;9266885;9267353;468
6900;9267734;9268217;483
7000;9268397;9268853;456
7100;9269061;9269576;515
7200;9269895;9270410;514
7300;9270634;9271059;425
7400;9271427;9271943;516
7500;9272101;9272625;524
7600;9272956;9273418;462
7700;9273658;9274160;501
7800;9274466;9275022;556
7900;9275172;9275727;555
8000;9276005;9276506;501
8100;9276703;9277248;545
8200;9277554;9278005;451
8300;9278170;9278683;514
8400;9279109;9279620;510
8500;9279965;9281027;1062
8600;9281180;9281605;425
8700;9281846;9282273;427
8800;9282529;9283000;471
8900;9283342;9283816;474
9000;9283950;9284534;584
9100;9284822;9285353;531
9200;9285559;9285977;418
9300;9286240;9286885;645
9400;9287093;9287604;511
9500;9287809;9288354;545
9600;9288627;9289103;476
9700;9289357;9289920;563
9800;9290045;9290454;409
9900;9290746;9291205;459
