adding 100000 users. 64 requests at once
in search measurement mode: searching 64 users after every 100 created users.
logging in to 192.168.188.59 as test
43001;1109
43101;1132
43201;1068
43301;1085
43401;1440
43501;1060
43601;1095
43701;1111
43801;1128
43901;1088
44001;1324
44101;1098
44201;1117
44301;1197
44401;1144
44501;1213
44601;1285
44701;1198
44801;1209
44901;1173
45001;1193
45101;1231
45201;1201
45301;1217
45401;1199
45501;1200
45601;1181
45701;1407
45801;1231
45901;1189
46001;1616
46101;1189
46201;1223
46301;1161
46401;1248
46501;1245
46601;1269
46701;1261
46801;1308
46901;1279
47001;1343
47101;1226
47201;1186
47301;1203
47401;1175
47501;1182
47601;1189
47701;1234
47801;1212
47901;1203
48001;1203
48101;1205
48201;1242
48301;1442
48401;1218
48501;1505
48601;1274
48701;1247
48801;1401
48901;1320
49001;1371
49101;1395
49201;1327
49301;1380
49401;1330
49501;1330
49601;1273
49701;1265
49801;1364
49901;1326
50001;1314
50101;1412
50201;1330
50301;1383
50401;1363
50501;1330
50601;1356
50701;1357
50801;1331
50901;1315
51001;1446
51101;1345
51201;1354
51301;1332
51401;1373
51501;1391
51601;1361
51701;1543
51801;1289
51901;1398
52001;1426
52101;1430
52201;1427
52301;1369
52401;1413
52501;1413
52601;1441
52701;1430
52801;1374
52901;1394
53001;1499
53101;1356
53201;1504
53301;1524
53401;1425
53501;1357
53601;1504
53701;1497
53801;1403
53901;1517
54001;1388
54101;1573
54201;1478
54301;1428
54401;1378
54501;1504
54601;1458
54701;1556
54801;1453
54901;1374
55001;1442
55101;1876
55201;1439
55301;1450
55401;1529
55501;1417
55601;1504
55701;1488
55801;1563
55901;1539
56001;1467
56101;1521
56201;1597
56301;1543
56401;1446
56501;1595
56601;1490
56701;1584
56801;1494
56901;1468
57001;1503
57101;1713
57201;1488
57301;1499
57401;1479
57501;1537
57601;1539
57701;1615
57801;1739
57901;1536
58001;1572
58101;1562
58201;1576
58301;1511
58401;1553
58501;1557
58601;1638
58701;1604
58801;1617
58901;1520
59001;1544
59101;1647
59201;1541
59301;1613
59401;1504
59501;1528
59601;1517
59701;1595
59801;1576
59901;1637
60001;1653
60101;1620
60201;1674
60301;1731
60401;1598
60501;1595
60601;1741
60701;1687
60801;1660
60901;1643
61001;1636
61101;1706
61201;1825
61301;1683
61401;1794
61501;2007
61601;1673
61701;1709
61801;1699
61901;1711
62001;1692
62101;1730
62201;1707
62301;1711
62401;1716
62501;1706
62601;1727
62701;1718
62801;1724
62901;1752
63001;1706
63101;1764
63201;1726
63301;1752
63401;1749
63501;1737
63601;1728
63701;1691
63801;1787
63901;1743
64001;1791
64101;1700
64201;1801
64301;1708
64401;1779
64501;1786
64601;1798
64701;1676
64801;1724
64901;1748
65001;1744
65101;1772
65201;1800
65301;1785
65401;1730
65501;1750
65601;1715
65701;1822
65801;1894
65901;1794
66001;1789
66101;1785
66201;2134
66301;1878
66401;1859
66501;1757
66601;1835
66701;1801
66801;1835
66901;1901
67001;1766
67101;1754
67201;1711
67301;1734
67401;1728
67501;1755
67601;1738
67701;1746
67801;1746
67901;1741
68001;1779
68101;1777
68201;1759
68301;1755
68401;1734
68501;1804
68601;1742
68701;1770
68801;1774
68901;1776
69001;1777
69101;1742
69201;1943
69301;1764
69401;1793
69501;1803
69601;1877
69701;1908
69801;1894
69901;1873
70001;1924
70101;1987
70201;1874
70301;1931
70401;1899
70501;1949
70601;1901
70701;2218
70801;1943
70901;2046
71001;2271
71101;2077
71201;1891
71301;1913
71401;1951
71501;1921
71601;1957
71701;1894
71801;2046
71901;2039
72001;2021
72101;1994
72201;1987
72301;1972
72401;1993
72501;1907
72601;1941
72701;1915
72801;1944
72901;1998
73001;2040
73101;2007
73201;1967
73301;2111
73401;1991
73501;1997
73601;2012
73701;1987
73801;1960
73901;1970
74001;1966
74101;1979
74201;2047
74301;2050
74401;1915
74501;2010
74601;2014
74701;2050
74801;2124
74901;1957
75001;2030
75101;2016
75201;2054
75301;2011
75401;2031
75501;2077
75601;2047
75701;2026
75801;2035
75901;2213
76001;2144
76101;2111
76201;2030
76301;2056
76401;2606
76501;2002
76601;1997
76701;2077
76801;2004
76901;2066
77001;2090
77101;2086
77201;2161
77301;2738
77401;2067
77501;2245
77601;2116
77701;2310
77801;2162
77901;2261
78001;2101
78101;2051
78201;2182
78301;2106
78401;2095
78501;2111
78601;2213
78701;2205
78801;2156
78901;2119
79001;2079
79101;2049
79201;2093
79301;2362
79401;2088
79501;2195
79601;2147
79701;2131
79801;2582
79901;2182
80001;2193
80101;2225
80201;2253
80301;2291
80401;2150
80501;2241
80601;2232
80701;2194
80801;2255
80901;2184
81001;2153
81101;2196
81201;2311
81301;2291
81401;2168
81501;2188
81601;2574
81701;2295
81801;2254
81901;2194
82001;2269
82101;2243
82201;2259
82301;2229
82401;2216
82501;2283
82601;2271
82701;2257
82801;2715
82901;2239
83001;2257
83101;2269
83201;2372
83301;2282
83401;2258
83501;2298
83601;2362
83701;2335
83801;2295
83901;2337
84001;2272
84101;2328
84201;2368
84301;2401
84401;2454
84501;2317
84601;2348
84701;2283
84801;2323
84901;2282
85001;2337
85101;2290
85201;2365
85301;2367
85401;2327
85501;2320
85601;2454
85701;2398
85801;2350
85901;2392
86001;2376
86101;2260
86201;2300
86301;2367
86401;2317
86501;2338
86601;2305
86701;2355
86801;2254
86901;2314
87001;2266
87101;2269
87201;2283
87301;2283
87401;2289
87501;2310
87601;2293
87701;2305
87801;2751
87901;2294
88001;2299
88101;2292
88201;2329
88301;2292
88401;2303
88501;2321
88601;2318
88701;2317
88801;2353
88901;2307
89001;2330
89101;2603
89201;2324
89301;2310
89401;2344
89501;2317
89601;2523
89701;2361
89801;2320
89901;2354
90001;2361
90101;2337
90201;2351
90301;2373
90401;2375
90501;2413
90601;2351
90701;2357
90801;2350
90901;2379
91001;2389
91101;2364
91201;2396
91301;2679
91401;2443
91501;2693
91601;2395
91701;2424
91801;2395
91901;2403
92001;2406
92101;2386
92201;2408
92301;2791
92401;2443
92501;2768
92601;2409
92701;2455
92801;2463
92901;2471
93001;2459
93101;2508
93201;2516
93301;2530
93401;2541
93501;2476
93601;2484
93701;2526
93801;2900
93901;2488
94001;2496
94101;2480
94201;2499
94301;2973
94401;2515
94501;2516
94601;2510
94701;2503
94801;2507
94901;2810
95001;2520
95101;2548
95201;2538
95301;2527
95401;2583
95501;2511
95601;2515
95701;2545
95801;2548
95901;2542
96001;2538
96101;2584
96201;2553
96301;2826
96401;2694
96501;2642
96601;2620
96701;2918
96801;2978
96901;2609
97001;2600
97101;2633
97201;2706
97301;2698
97401;2768
97501;2694
97601;2685
97701;2737
97801;2705
97901;2671
98001;2659
98101;2716
98201;2877
98301;2583
98401;2671
98501;2671
98601;2804
98701;2561
98801;2611
98901;2608
99001;2596
99101;2605
99201;2597
99301;2597
99401;2639
99501;2631
99601;2619
99701;2606
99801;2634
99901;3304
all done!
adding 100000 users took 11188800.227187 ms. That's 111.88800227187001 ms/user.
