adding 100000 users. 64 requests at once
in search measurement mode: searching 64 users after every 100 created users.
logging in to 192.168.188.59 as test
101;90
201;79
301;93
401;115
501;77
601;100
701;127
801;126
901;121
1001;113
1101;111
1201;108
1301;118
1401;147
1501;119
1601;104
1701;157
1801;116
1901;170
2001;109
2101;116
2201;110
2301;168
2401;157
2501;94
2601;87
2701;135
2801;87
2901;122
3001;106
3101;112
3201;155
3301;98
3401;117
3501;135
3601;115
3701;104
3801;186
3901;124
4001;99
4101;104
4201;124
4301;105
4401;110
4501;192
4601;145
4701;155
4801;156
4901;113
5001;158
5101;150
5201;126
5301;175
5401;165
5501;126
5601;143
5701;133
5801;136
5901;280
6001;160
6101;135
6201;177
6301;135
6401;181
6501;175
6601;193
6701;196
6801;153
6901;166
7001;179
7101;173
7201;196
7301;208
7401;194
7501;204
7601;199
7701;178
7801;186
7901;178
8001;187
8101;195
8201;218
8301;236
8401;179
8501;181
8601;219
8701;192
8801;232
8901;236
9001;205
9101;192
9201;185
9301;226
9401;186
9501;242
9601;195
9701;358
9801;259
9901;197
10001;196
10101;198
10201;250
10301;375
10401;216
10501;206
10601;248
10701;213
10801;233
10901;260
11001;224
11101;217
11201;219
11301;225
11401;266
11501;247
11601;247
11701;266
11801;279
11901;259
12001;250
12101;252
12201;247
12301;252
12401;295
12501;298
12601;276
12701;298
12801;308
12901;290
13001;277
13101;313
13201;283
13301;308
13401;287
13501;296
13601;285
13701;272
13801;277
13901;299
14001;283
14101;290
14201;320
14301;297
14401;303
14501;337
14601;302
14701;309
14801;346
14901;325
15001;474
15101;313
15201;312
15301;316
15401;343
15501;322
15601;326
15701;336
15801;361
15901;368
16001;333
16101;344
16201;383
16301;339
16401;364
16501;363
16601;348
16701;513
16801;355
16901;350
17001;368
17101;372
17201;371
17301;373
17401;372
17501;419
17601;372
17701;410
17801;424
17901;384
18001;378
18101;381
18201;390
18301;387
18401;670
18501;394
18601;407
18701;399
18801;399
18901;413
19001;406
19101;404
19201;461
19301;566
19401;470
19501;470
19601;437
19701;425
19801;426
19901;489
20001;434
20101;495
20201;438
20301;443
20401;446
20501;498
20601;504
20701;494
20801;535
20901;491
21001;512
21101;470
21201;479
21301;466
21401;584
21501;553
21601;541
21701;688
21801;521
21901;541
22001;511
22101;565
22201;524
22301;564
22401;590
22501;522
22601;703
22701;563
22801;538
22901;590
23001;605
23101;607
23201;565
23301;556
23401;581
23501;541
23601;541
23701;615
23801;598
23901;557
24001;604
24101;621
24201;638
24301;621
24401;605
24501;619
24601;650
24701;569
24801;583
24901;668
25001;696
25101;619
25201;714
25301;645
25401;592
25501;595
25601;645
25701;652
25801;677
25901;590
26001;688
26101;643
26201;844
26301;782
26401;767
26501;655
26601;672
26701;643
26801;599
26901;795
27001;767
27101;668
27201;708
27301;813
27401;697
27501;793
27601;772
27701;655
27801;765
27901;921
28001;704
28101;678
28201;698
28301;759
28401;804
28501;1154
28601;845
28701;778
28801;698
28901;910
29001;787
29101;692
29201;694
29301;692
29401;712
29501;699
29601;691
29701;689
29801;692
29901;707
30001;680
30101;735
30201;694
30301;886
30401;742
30501;842
30601;810
30701;735
30801;793
30901;740
31001;750
31101;760
31201;774
31301;805
31401;753
31501;754
31601;765
31701;781
31801;957
31901;817
32001;799
32101;775
32201;771
32301;773
32401;788
32501;822
32601;822
32701;962
32801;793
32901;807
33001;999
33101;840
33201;804
33301;816
33401;856
33501;850
33601;814
33701;850
33801;813
33901;1000
34001;835
34101;871
34201;1024
34301;874
34401;867
34501;848
34601;856
34701;865
34801;892
34901;891
35001;860
35101;878
35201;906
35301;914
35401;898
35501;863
35601;869
35701;875
35801;874
35901;875
36001;885
36101;882
36201;887
36301;882
36401;893
36501;907
36601;907
36701;892
36801;937
36901;889
37001;913
37101;913
37201;911
37301;954
37401;919
37501;915
37601;933
37701;948
37801;1262
37901;932
38001;939
38101;972
38201;959
38301;960
38401;996
38501;984
38601;968
38701;966
38801;1012
38901;966
39001;1025
39101;1369
39201;980
39301;987
39401;1020
39501;978
39601;1026
39701;1001
39801;1056
39901;1021
40001;1028
40101;1025
40201;994
40301;1018
40401;1042
40501;1000
40601;1005
40701;1025
40801;1059
40901;1025
41001;1024
41101;1053
41201;1038
41301;1030
41401;1079
41501;1053
41601;1047
41701;1054
41801;1042
41901;1057
42001;1099
42101;1122
42201;1301
42301;1088
42401;1085
42501;1093
42601;1133
42701;1132
42801;1346
42901;1204
