sending 10000 messages. 64 requests at once
logging in to 192.168.188.59 as test
creating room room-32-10000with users:
[ 'user1',
  'user2',
  'user3',
  'user4',
  'user5',
  'user6',
  'user7',
  'user8',
  'user9',
  'user10',
  'user11',
  'user12',
  'user13',
  'user14',
  'user15',
  'user16',
  'user17',
  'user18',
  'user19',
  'user20',
  'user21',
  'user22',
  'user23',
  'user24',
  'user25',
  'user26',
  'user27',
  'user28',
  'user29',
  'user30',
  'user31',
  'user32' ]
3;2637311;2637840;529
1;2637311;2637862;551
14;2637313;2637863;549
39;2637316;2637863;548
2;2637311;2637883;572
34;2637315;2637884;569
59;2637319;2637885;566
21;2637314;2637885;571
46;2637316;2637885;569
4;2637312;2637907;596
24;2637314;2637908;594
49;2637318;2637908;591
11;2637313;2637909;596
36;2637315;2637909;594
61;2637319;2637910;591
30;2637315;2637910;596
55;2637318;2637911;592
5;2637312;2637922;610
19;2637314;2637923;609
44;2637316;2637923;607
6;2637312;2637924;612
31;2637315;2637924;609
56;2637318;2637925;606
25;2637314;2637925;611
50;2637318;2637926;608
18;2637314;2637926;612
43;2637316;2637928;612
9;2637313;2637949;636
29;2637315;2637950;636
54;2637318;2637951;633
16;2637314;2637951;638
41;2637316;2637952;636
35;2637315;2637954;638
60;2637319;2637954;635
28;2637315;2637954;640
53;2637318;2637955;637
17;2637314;2637955;642
40;2637316;2637956;640
64;2637319;2637958;639
26;2637314;2637958;644
51;2637318;2637959;641
20;2637314;2637959;645
45;2637316;2637960;644
13;2637313;2637960;647
38;2637316;2637961;645
63;2637319;2637961;642
27;2637314;2637962;647
52;2637318;2637962;644
10;2637313;2637965;652
15;2637313;2637966;652
42;2637316;2637966;650
33;2637315;2637967;652
58;2637319;2637967;648
22;2637314;2637968;653
47;2637318;2637968;650
8;2637313;2637971;658
23;2637314;2637973;658
48;2637318;2637973;655
12;2637313;2637974;660
37;2637315;2637974;659
62;2637319;2637974;656
7;2637312;2637977;665
32;2637315;2637978;663
57;2637318;2637978;660
78;2637909;2638729;819
103;2637958;2638729;771
88;2637925;2638743;818
113;2637965;2638744;779
75;2637908;2638744;836
83;2637923;2638768;845
108;2637960;2638769;808
70;2637884;2638769;885
95;2637951;2638769;818
89;2637926;2638770;844
