sending 100000 messages. 64 requests at once
logging in to 192.168.188.59 as test
creating room room-32-10000with users:
[ 'user1',
  'user2',
  'user3',
  'user4',
  'user5',
  'user6',
  'user7',
  'user8',
  'user9',
  'user10',
  'user11',
  'user12',
  'user13',
  'user14',
  'user15',
  'user16',
  'user17',
  'user18',
  'user19',
  'user20',
  'user21',
  'user22',
  'user23',
  'user24',
  'user25',
  'user26',
  'user27',
  'user28',
  'user29',
  'user30',
  'user31',
  'user32' ]
1;2783640;2783846;207
2;2783640;2783859;219
26;2783643;2783860;216
51;2783648;2783860;212
3;2783640;2783902;262
6;2783641;2783903;262
31;2783644;2783903;260
56;2783648;2783903;255
28;2783643;2783904;261
53;2783648;2783904;256
4;2783640;2783917;277
11;2783642;2783918;276
36;2783644;2783918;275
33;2783644;2783919;275
58;2783649;2783919;271
24;2783643;2783920;277
49;2783647;2783920;273
21;2783643;2783963;320
46;2783646;2783964;318
18;2783643;2783964;322
43;2783645;2783965;320
34;2783644;2783965;321
59;2783649;2783966;317
25;2783643;2783966;323
50;2783648;2783967;319
16;2783642;2783982;340
41;2783645;2783983;339
13;2783642;2783984;342
38;2783644;2783984;340
63;2783649;2783985;336
29;2783643;2783985;342
54;2783648;2783985;337
20;2783643;2783986;343
45;2783645;2783986;341
12;2783642;2783989;347
37;2783644;2783989;345
62;2783649;2783989;340
8;2783641;2784022;381
23;2783643;2784023;380
48;2783647;2784023;376
14;2783642;2784024;381
39;2783644;2784024;380
30;2783643;2784025;381
55;2783648;2784025;377
22;2783643;2784027;384
47;2783646;2784028;382
9;2783642;2784029;387
19;2783643;2784030;387
44;2783645;2784030;385
10;2783642;2784031;389
35;2783644;2784031;388
60;2783649;2784032;383
27;2783643;2784033;390
52;2783648;2784033;385
5;2783641;2784036;396
15;2783642;2784037;394
40;2783644;2784037;393
32;2783644;2784038;394
57;2783648;2784038;390
7;2783641;2784040;399
17;2783642;2784041;398
42;2783645;2784041;396
61;2783649;2784096;447
66;2783859;2784251;392
71;2783903;2784261;358
78;2783919;2784262;343
76;2783918;2784271;352
79;2783919;2784271;352
68;2783860;2784313;453
64;2783649;2784314;665
65;2783848;2784315;467
81;2783920;2784342;422
73;2783904;2784388;484
69;2783902;2784389;487
70;2783903;2784390;487
67;2783860;2784390;530
83;2783964;2784390;427
108;2784025;2784391;366
74;2783904;2784403;498
75;2783917;2784404;487
72;2783903;2784405;501
88;2783966;2784405;439
113;2784030;2784406;376
95;2783985;2784407;422
80;2783920;2784416;497
77;2783919;2784417;499
93;2783984;2784421;437
118;2784033;2784422;388
100;2783989;2784422;433
101;2783989;2784422;433
92;2783984;2784423;439
117;2784033;2784423;391
